TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,ORDER_BOOK_VOLUME,ATR,VOLUME_EMA,TRIGGER_EMA
1600034400000,10300,10346,10268,10335.5,208394,,9922.340570312534,,
1600030800000,10303.5,10330,10268,10300,42391,,9921.137164609409,,
1600027200000,10341,10340.5,10268,10303.5,157368,,9921.185792963315,,
1600023600000,10289,10359,10274,10341,77869,,9928.313935033682,,
1600020000000,10369.5,10370,10268,10289,825854,,9912.670795683345,,
1600016400000,10324,10394,10300.5,10369.5,203237,,9943.284087726512,,
1600012800000,10350,10350,10323,10324,85552,,9962.816246849246,,
1600009200000,10379,10383,10349.5,10350,127328,,9987.938084380754,,
1600005600000,10396.5,10419,10365.5,10379,117204,,10005.113703536947,,
1600002000000,10405,10419,10355.5,10396.5,296672,,9997.717566501577,,
1599998400000,10454.5,10459,10400,10405,161181,,10044.81539083656,,
1599994800000,10500.5,10529.5,10432.5,10454.5,244049,,10075.127236928196,,
1599991200000,10544.5,10544,10500,10500.5,89845,,10140.040964558913,,
1599987600000,10568.5,10569,10540.5,10544.5,127375,,10182.960554913325,,
1599984000000,10568.5,10569,10568.5,10568.5,32759,,10210.335949364191,,
1599980400000,10549.5,10569,10548.5,10568.5,47887,,10189.85758987055,,
1599976800000,10546,10568,10546,10549.5,152033,,10186.044013971843,,
1599973200000,10631.5,10630,10525,10546,602109,,10162.643573832125,,
1599969600000,10480.5,10679,10480,10631.5,967824,,10118.227138093804,,
1599966000000,10469.5,10480.5,10456.5,10480.5,343962,,10096.704866712866,,
1599962400000,10448,10470,10447.5,10469.5,39105,,10083.022818045738,,
1599958800000,10448,10460,10447.5,10448,16284,,10081.34758986528,,
1599955200000,10457,10476,10447.5,10448,63512,,10080.849113966628,,
1599951600000,10454,10468.5,10447.5,10457,103955,,10080.555622826962,,
1599948000000,10458,10532,10447.5,10454,835288,,10077.22506659869,,
1599944400000,10447.5,10480,10446.5,10458,87613,,10076.327815932704,,
1599940800000,10459,10475,10446.5,10447.5,195956,,10078.609537773376,,
1599937200000,10469,10469.5,10438,10459,91453,,10071.468442395644,,
1599933600000,10395.5,10489,10389,10469,603764,,10021.253757971686,,
1599930000000,10398,10398,10378.5,10395.5,124225,,10009.03122039197,,
1599926400000,10381.5,10398,10368.5,10398,244753,,9999.305908188051,,
1599922800000,10388.5,10393,10368.5,10381.5,246543,,10000.09784910617,,
1599919200000,10332.5,10388.5,10305.5,10388.5,133459,,9935.221870615109,,
1599915600000,10354,10353.5,10326.5,10332.5,55587,,9953.404651908957,,
1599912000000,10374,10377,10328,10354,1316448,,9952.275605389867,,
1599908400000,10377.5,10388.5,10371,10374,155118,,9994.852849335968,,
1599904800000,10383,10388.5,10377.5,10377.5,71430,,10004.514320842609,,
1599901200000,10388,10388,10371,10383,57910,,10000.984177634184,,
1599897600000,10379.5,10388.5,10371,10388,54335,,10003.82433585784,,
1599894000000,10371,10388.5,10371,10379.5,260043,,10003.976092499262,,
1599890400000,10324.5,10385,10266.5,10371,1011108,,9900.02633157427,,
1599886800000,10324.5,10324.5,10313.5,10324.5,11178,,9948.271068258528,,
1599883200000,10292.5,10344,10285,10324.5,59491,,9919.663357575942,,
1599879600000,10315,10345.5,10271.5,10292.5,185355,,9906.556724000182,,
1599876000000,10345,10345.5,10297,10315,161342,,9926.16615676018,,
1599872400000,10324.5,10357.5,10297,10345,204329,,9921.61449519258,,
1599868800000,10371.5,10386.5,10300.5,10324.5,113693,,9926.708350240653,,
1599865200000,10396.5,10433,10277,10371.5,1670914,,9904.946266738247,,
1599861600000,10360,10439,10357.5,10396.5,499963,,9986.926804070865,,
1599858000000,10344,10366.5,10341,10360,56722,,9972.612536030156,,
1599854400000,10360.5,10362,10322,10344,100928,,9948.656410669853,,
1599850800000,10337,10362,10322,10360.5,112854,,9945.369846563155,,
1599847200000,10325.5,10344.5,10291.5,10337,187184,,9915.036148097524,,
1599843600000,10381.5,10381,10267.5,10325.5,674075,,9885.340786616549,,
1599840000000,10346,10407,10335.5,10381.5,306198,,9946.422378750383,,
1599836400000,10320.5,10390.5,10320.5,10346,320301,,9924.29315496288,,
1599832800000,10302,10330,10300.5,10320.5,158730,,9899.73522341325,,
1599829200000,10312,10350,10300.5,10302,145109,,9899.322871179118,,
1599825600000,10298,10371.5,10208.5,10312,1540687,,9806.274642467328,,
1599822000000,10303,10335.5,10296.5,10298,179543,,9894.676896042654,,
1599818400000,10333,10374,10299.5,10303,122776,,9896.695127082226,,
1599814800000,10308.5,10373.5,10272.5,10333,226075,,9870.543175811405,,
1599811200000,10279.5,10400,10260.5,10308.5,648081,,9862.542744053291,,
1599807600000,10273.5,10280.5,10205,10279.5,227878,,9810.982316612759,,
1599804000000,10280.5,10294.5,10232,10273.5,153678,,9840.36249344663,,
1599800400000,10231.5,10280.5,10223,10280.5,50304,,9832.038868512163,,
1599796800000,10214,10251.5,10205,10231.5,149751,,9815.008479827042,,
1599793200000,10243.5,10298.5,10212,10214,219876,,9821.228395028773,,
1599789600000,10317,10459,10236,10243.5,980612,,9844.596111078485,,
1599786000000,10385.5,10386,10316.5,10317,170117,,9924.0701499677,,
1599782400000,10386,10397,10362.5,10385.5,144482,,9971.334448468022,,
1599778800000,10358.5,10405,10268.5,10386,303021,,9880.086103983342,,
1599775200000,10321.5,10378,10321.5,10358.5,125501,,9936.690242943509,,
1599771600000,10361.5,10365.5,10278.5,10321.5,148169,,9892.378340514075,,
1599768000000,10272,10371.5,10250.5,10361.5,412494,,9863.499557108933,,
1599764400000,10290,10290,10272,10272,135823,,9886.229561537844,,
1599760800000,10388,10478,10289.5,10290,1019944,,9904.427265922466,,
1599757200000,10335,10434,10334.5,10388,221173,,9952.337993263242,,
1599753600000,10450.5,10480,10334.5,10335,1367206,,9954.319613330608,,
1599750000000,10409.5,10480,10406,10450.5,919955,,10025.461417197303,,
1599746400000,10477.5,10480,10409,10409.5,671576,,10031.286803025328,,
1599742800000,10404,10478,10383,10477.5,856292,,10008.043934995076,,
1599739200000,10365.5,10415,10334.5,10404,742227,,9962.673495645126,,
1599735600000,10315,10367,10315,10365.5,190941,,9943.131760688673,,
1599732000000,10329.5,10393.5,10290,10315,625991,,9915.930443081787,,
1599728400000,10303,10340.5,10286,10329.5,218799,,9908.931138650969,,
1599724800000,10286.5,10358.5,10278.5,10303,170925,,9900.16182726446,,
1599721200000,10370.5,10397,10285,10286.5,479743,,9905.805208991815,,
1599717600000,10464,10464,10359,10370.5,437117,,9975.097156901897,,
1599714000000,10479.5,10480,10463.5,10464,60836,,10074.036185332878,,
1599710400000,10479.5,10480,10479.5,10479.5,40723,,10089.59082347955,,
1599706800000,10480,10480,10479.5,10479.5,40792,,10089.929915244753,,
1599703200000,10480,10480,10479.5,10480,36556,,10091.545616092306,,
1599699600000,10368.5,10480,10347,10480,403546,,9958.765159931383,,
1599696000000,10246,10369,10246,10368.5,320369,,9856.527508332068,,
1599692400000,10288.5,10288.5,10180,10246,385017,,9784.82223324875,,
1599688800000,10265.5,10303.5,10265,10288.5,197151,,9866.93401091626,,
1599685200000,10274.5,10288,10265,10265.5,95860,,9866.314670807098,,
1599681600000,10316.5,10322,10274,10274.5,83586,,9876.941524099027,,
1599678000000,10371.5,10375,10294.5,10316.5,627576,,9897.632108858037,,
1599674400000,10266.5,10375,10266.5,10371.5,208713,,9870.400787769457,,
1599670800000,10255.5,10266.5,10255,10266.5,106080,,9856.521779891762,,
1599667200000,10301.5,10340.5,10255,10255.5,200673,,9854.946562092844,,
1599663600000,10286,10314,10286,10301.5,272463,,9880.247096471916,,
1599660000000,10248.5,10382.5,10055,10286,546384,,9645.424625507198,,
1599656400000,10300,10384,10248,10248.5,1445900,,9840.680379252126,,
1599652800000,10192.5,10356,10192.5,10300,6603789,,9784.013575459603,,
1599649200000,10195,10252,10175.5,10192.5,891290,,9761.838439705009,,
1599645600000,10219.5,10222,10161,10195,154804,,9744.795055307957,,
1599642000000,10217.5,10220,10217.5,10219.5,133939,,9799.697104754878,,
1599638400000,10195,10218,10195,10217.5,267349,,9777.45513370733,,
1599634800000,10073.5,10195.5,10074,10195,260526,,9659.650582370256,,
1599631200000,10103,10103,10041,10073.5,93471,,9627.934076546553,,
1599627600000,10098,10103,10097.5,10103,99454,,9686.784735781088,,
1599624000000,10023,10098,9998,10098,151537,,9589.411888423278,,
1599620400000,10022,10039,9996.5,10023,379537,,9588.297769539044,,
1599616800000,10107.5,10127.5,10005,10022,137079,,9597.259791843653,,
1599613200000,10151.5,10172,10095.5,10107.5,69041,,9687.017193925218,,
1599609600000,10152,10183.5,10107.5,10151.5,613792,,9697.802021985965,,
1599606000000,10156,10182.5,10141.5,10152,383347,,9729.919001766106,,
1599602400000,10095.5,10156,9949,10156,1228846,,9535.754811748444,,
1599598800000,10088,10115,10023,10095.5,128771,,9612.26726363096,,
1599595200000,10015,10119,10015,10088,448579,,9601.37459099465,,
1599591600000,10107,10110,10011,10015,581775,,9589.690845084704,,
1599588000000,10170.5,10190,10106.5,10107,318870,,9665.443936633857,,
1599584400000,10186.5,10197,10161.5,10170.5,39386,,9709.494497267518,,
1599580800000,10202,10206,10171,10186.5,98820,,9715.954552294843,,
1599577200000,10200,10226.5,10168.5,10202,93858,,9712.285006771895,,
1599573600000,10105.5,10224,10102,10200,334733,,9644.767156704176,,
1599570000000,10143.5,10144,10065,10105.5,162998,,9608.739485137134,,
1599566400000,10071,10150,10064.5,10143.5,184446,,9604.882090285762,,
1599562800000,10135,10136,10071,10071,1834112,,9606.398269382906,,
1599559200000,10198.5,10210,10125.5,10135,732000,,9655.964286689075,,
1599555600000,10269,10298,10197.5,10198.5,164776,,9731.159643822186,,
1599552000000,10357.5,10357.5,10261.5,10269,207075,,9797.743047383963,,
1599548400000,10355,10373.5,10354.5,10357.5,58448,,9891.420616910123,,
1599544800000,10350,10365,10350,10355,42968,,9887.191410741023,,
1599541200000,10350,10369,10350,10350,29346,,9888.979496633612,,
1599537600000,10350.5,10371.5,10350,10350,44012,,9887.549701667276,,
1599534000000,10278.5,10365.5,10277.5,10350.5,694718,,9805.674204650604,,
1599530400000,10303,10303.5,10272.5,10278.5,106121,,9788.992462604097,,
1599526800000,10289.5,10339,10289,10303,170088,,9806.867537978056,,
1599523200000,10365,10383,10289,10289.5,148950,,9810.268862598276,,
1599519600000,10300,10371,10299.5,10365,161908,,9823.496173972293,,
1599516000000,10126.5,10365.5,10127,10300,991348,,9652.37621223257,,
1599512400000,10094,10130.5,10093.5,10126.5,164013,,9615.802450110245,,
1599508800000,10130.5,10131,10077,10094,109363,,9597.219425609142,,
1599505200000,10129.5,10144,10129.5,10130.5,126214,,9641.33723135305,,
1599501600000,10125,10180.5,10124.5,10129.5,179239,,9630.29885903952,,
1599498000000,10132,10143.5,10105.5,10125,220405,,9606.760870449125,,
1599494400000,10038,10221,10005,10132,4844071,,9495.908261744633,,
1599490800000,9982.5,10038,9956.5,10038,360744,,9439.899179127187,,
1599487200000,10070,10072,9982,9982.5,163292,,9462.365187335916,,
1599483600000,9844.5,10088.5,9852,10070,752068,,9330.941535462556,,
1599480000000,9951.5,10089.5,9821,9844.5,3773694,,9300.49212010793,,
1599476400000,10094.5,10120,9951,9951.5,858863,,9426.99719890685,,
1599472800000,10127,10164.5,10076,10094.5,278390,,9553.357226917782,,
1599469200000,10120,10205,10101.5,10127,2310299,,9580.243654648604,,
1599465600000,10155,10227,10100.5,10120,1166663,,9581.016218102119,,
1599462000000,10200.5,10210.5,10151,10155,161086,,9631.371055921098,,
1599458400000,10280,10280,10200,10200.5,129220,,9683.267345361886,,
1599454800000,10280,10280,10279.5,10280,29269,,9765.454671908268,,
1599451200000,10279.5,10280,10279.5,10280,61876,,9768.195125189184,,
1599447600000,10279,10280,10279,10279.5,70254,,9769.648173937294,,
1599444000000,10318,10318,10279,10279,31600,,9772.52169219792,,
1599440400000,10360,10360,10299.5,10318,41554,,9796.42647527594,,
1599436800000,10383.5,10391.5,10318,10360,18396,,9816.777210523182,,
1599433200000,10270,10384,10267,10383.5,88383,,9768.30943841795,,
1599429600000,10305,10364,10270,10270,74901,,9774.87634403377,,
1599426000000,10268,10391.5,10268,10305,131113,,9773.847580593432,,
1599422400000,10239,10285,10238.5,10268,169965,,9743.829104787497,,
1599418800000,10245.5,10246,10239,10239,80241,,9745.075813739622,,
1599415200000,10246,10246,10245.5,10245.5,21666,,9750.655055602227,,
1599411600000,10275.5,10303.5,10174.5,10246,657050,,9674.143505046204,,
1599408000000,10220.5,10317.5,10199,10275.5,347331,,9698.447069995742,,
1599404400000,10271.5,10276,10210,10220.5,172398,,9708.752599295785,,
1599400800000,10290,10299.5,10248.5,10271.5,941544,,9739.065073302827,,
1599397200000,10290.5,10295,10290,10290,151047,,9778.159422569799,,
1599393600000,10275,10294,10248,10290.5,152876,,9736.017828344102,,
1599390000000,10251,10334,10230,10275,241423,,9717.57765006066,,
1599386400000,10261,10263,10250.5,10251,44570,,9736.581873560053,,
1599382800000,10268,10276.5,10251.5,10261,180710,,9737.601054824452,,
1599379200000,10270.5,10276.5,10262,10268,108366,,9751.500044276208,,
1599375600000,10210,10278.5,10184.5,10270.5,121122,,9676.665043833445,,
1599372000000,10153,10210,10122.5,10210,50952,,9616.743393395112,,
1599368400000,10090.5,10186.5,10041.5,10153,119517,,9537.58095946116,,
1599364800000,10099,10180,10054,10090.5,1421260,,9542.66014986655,,
1599361200000,10156,10187,10071,10099,157650,,9552.313548367883,,
1599357600000,10229,10266.5,10054,10156,2511776,,9534.020412884205,,
1599354000000,10299.5,10391,10227.5,10229,709241,,9708.620208755363,,
1599350400000,10267.5,10337,10228.5,10299.5,83871,,9713.00900666781,,
1599346800000,10210.5,10267.5,10210.5,10267.5,22088,,9698.723916601131,,
1599343200000,10211.5,10248,10210.5,10210.5,256894,,9701.94167743512,,
1599339600000,10210.5,10314,10210,10211.5,57324,,9705.067260660768,,
1599336000000,10224,10338,10210,10210.5,198019,,9705.83658805416,,
1599332400000,10309.5,10450,10210,10224,283403,,9701.878222173618,,
1599328800000,10383.5,10390.5,10219.5,10309.5,233276,,9705.879439951883,,
1599325200000,10342.5,10415,10300,10383.5,102000,,9790.255645552365,,
1599321600000,10359.5,10360,10324.5,10342.5,398709,,9819.81308909684,,
1599318000000,10368.5,10427.5,10333,10359.5,105861,,9833.199958205872,,
1599314400000,10348.5,10399,10319,10368.5,115372,,9820.397958623813,,
1599310800000,10210.5,10349,10210,10348.5,621453,,9711.963979037575,,
1599307200000,10302,10349,10210,10210.5,1969421,,9714.1643392472,,
1599303600000,10453,10453,10256,10302,3110798,,9761.562695854727,,
1599300000000,10486,10499,10421.5,10453,164362,,9927.06706889618,,
1599296400000,10472.5,10499,10462,10486,167399,,9960.271398207218,,
1599292800000,10451,10554.5,10423.5,10472.5,2604860,,9919.688684225146,,
1599289200000,10618,10666,10434.5,10451,2143057,,9931.726797382895,,
1599285600000,10614,10618,10534.5,10618,437433,,10025.354529409065,,
1599282000000,10546,10655.5,10511.5,10614,2593982,,9999.525984114975,,
1599278400000,10548,10560,10516,10546,2573383,,10000.645724273825,,
1599274800000,10566.5,10570,10545.5,10548,117779,,10031.479267031087,,
1599271200000,10611,10617,10545.5,10566.5,541879,,10036.599474360777,,
1599267600000,10610.5,10611,10597,10611,182744,,10085.268479617169,,
1599264000000,10564.5,10612.5,10563,10610.5,429877,,10049.705794820997,,
1599260400000,10579,10579,10518,10564.5,395856,,10007.778736872788,,
1599256800000,10632,10655,10564.5,10579,1102825,,10058.76094950406,,
1599253200000,10633.5,10699.5,10625,10632,65800,,10121.398340009018,,
1599249600000,10558.5,10691,10558.5,10633.5,2544758,,10056.314356608927,,
1599246000000,10497,10596.5,10484,10558.5,341103,,9984.23621304284,,
1599242400000,10461,10498,10414,10497,286348,,9915.77385091241,,
1599238800000,10498,10498,10457.5,10461,134849,,9960.256112403287,,
1599235200000,10435.5,10520,10345,10498,637244,,9851.428551279254,,
1599231600000,10226.5,10522,10226.5,10435.5,782683,,9734.004265766462,,
1599228000000,10598.5,10599,10000,10226.5,2728305,,9506.909223108796,,
1599224400000,10522,10610.5,10517,10598.5,253811,,10025.860130877709,,
1599220800000,10410,10560,10409.5,10522,1116614,,9921.891529568931,,
1599217200000,10484,10505,10379,10410,437019,,9892.107614273242,,
1599213600000,10500,10549.5,10484,10484,2817786,,9999.21653813051,,
1599210000000,10434,10524.5,10434.5,10500,1032533,,9952.984372749204,,
1599206400000,10298,10494,10302,10434,321384,,9822.919529021712,,
1599202800000,10525.5,10527,10287.5,10298,4495422,,9811.890333731495,,
1599199200000,10525.5,10537.5,10521,10525.5,148171,,10046.60643039418,,
1599195600000,10528.5,10537.5,10500,10525.5,124539,,10027.910366090238,,
1599192000000,10576,10576.5,10524.5,10528.5,260011,,10056.171262429336,,
1599188400000,10547.5,10599,10500,10576,330758,,10034.274549805043,,
1599184800000,10609,10609.5,10500.5,10547.5,7776739,,10035.071804306992,,
1599181200000,10618,10618.5,10601,10609,151232,,10137.006086263922,,
1599177600000,10600.5,10751.5,10600.5,10618,2015483,,10138.746025401284,,
1599174000000,10950,10950.5,10600.5,10600.5,5765899,,10140.86356514727,,
1599170400000,11004.5,11010.5,10950,10950,238158,,10493.699929495799,,
1599166800000,11035.5,11036.5,10993.5,11004.5,125270,,10536.96293020084,,
1599163200000,11034.5,11040,11026,11035.5,90665,,10569.228300898832,,
1599159600000,11050.5,11085.5,11034,11034.5,828415,,10578.416017889844,,
1599156000000,11118.5,11119,11045.5,11050.5,126148,,10591.991857710946,,
1599152400000,10956,11119,10923.5,11118.5,785426,,10473.106939133835,,
1599148800000,10994.5,10995,10947,10956,845786,,10498.830869742496,,
1599145200000,11205,11206,10876.5,10994.5,1968851,,10432.212561045071,,
1599141600000,11245.5,11267.5,11188,11205,1146060,,10747.65543543462,,
1599138000000,11102.5,11321,11084,11245.5,1020016,,10647.698881080276,,
1599134400000,11336,11470.5,11087,11102.5,6419743,,10653.201892269472,,
1599130800000,11417.5,11417.5,11335,11336,343463,,10904.339873346778,,
1599127200000,11540.5,11541,11417.5,11417.5,267640,,10988.866474613309,,
1599123600000,11582.5,11583,11540.5,11540.5,279834,,11113.492809867177,,
1599120000000,11466,11582.5,11466,11582.5,145239,,11039.922881768505,,
1599116400000,11369.5,11466.5,11365,11466,80687,,10940.50365295082,,
1599112800000,11372,11457.5,11369,11369.5,548830,,10946.568616421311,,
1599109200000,11365.5,11440,11344,11372,666512,,10920.652930257098,,
1599105600000,11434.5,11434.5,11348.5,11365.5,190262,,10923.686400954528,,
1599102000000,11475.5,11499,11409.5,11434.5,471972,,10985.074536944983,,
1599098400000,11469.5,11492,11457,11475.5,139778,,11035.198791575533,,
1599094800000,11494,11497.5,11435.5,11469.5,116921,,11017.896803659778,,
1599091200000,11475,11495,11435,11494,426264,,11021.552835623179,,
1599087600000,11419.5,11490,11415,11475,725262,,11004.847307266948,,
1599084000000,11420,11420,11419.5,11419.5,60615,,11012.628834194278,,
1599080400000,11437.5,11437.5,11396,11420,101481,,10992.377545852336,,
1599076800000,11488,11499.5,11437,11437.5,422260,,11037.373770393811,,
1599073200000,11499.5,11499.5,11464.5,11488,178478,,11066.270032689874,,
1599069600000,11492,11499.5,11464,11499.5,142717,,11065.412332362976,,
1599066000000,11400,11495,11400,11492,91928,,11002.958209039345,,
1599062400000,11394,11443.5,11355.5,11400,875942,,10959.408626948953,,
1599058800000,11293.5,11394.5,11295,11394,1268892,,10899.649540679462,,
1599055200000,11435.5,11440,11293.5,11293.5,2010755,,10894.983045272667,,
1599051600000,11545,11555,11435,11435.5,505442,,11034.008214819942,,
1599048000000,11500.5,11565.5,11471,11545,1595564,,11073.598132671741,,
1599044400000,11641.5,11643,11500.5,11500.5,2960481,,11105.232151345024,,
1599040800000,11829,11830.5,11600.5,11641.5,2433796,,11207.344829831574,,
1599037200000,11755.5,11829,11755,11829,58242,,11364.596381533258,,
1599033600000,11854.5,11854.5,11723,11755.5,3353597,,11333.160417717925,,
1599030000000,11892,11894.5,11854,11854.5,321868,,11466.058813540747,,
1599026400000,11975,12020,11892,11892,145565,,11506.35822540534,,
1599022800000,11936,12020,11936.5,11975,178777,,11553.574643151285,,
1599019200000,11931.5,11936.5,11931.5,11936,25291,,11548.843896719773,,
1599015600000,11992.5,11992.5,11931.5,11931.5,822496,,11550.490457752576,,
1599012000000,12006.5,12006.5,11992,11992.5,24274,,11612.04055317505,,
1599008400000,11988,12068.5,11988,12006.5,312200,,11611.2601476433,,
1599004800000,12239.5,12299.5,11988,11988,590968,,11612.927546166866,,
1599001200000,12092.5,12299.5,12081,12239.5,732270,,11706.578270705197,,
1598997600000,12130,12127,12077.5,12092.5,83365,,11703.362487998145,,
1598994000000,12124.5,12195,12108,12130,737972,,11733.683863118164,,
